payload_kg,distance_km,battery_pct,wind_speed_mps,rain_mm,time_of_day,num_stops,success
0.71,17.44,34.5,10.36,3.39,evening,2,0
3.99,8.99,17.9,2.18,0.94,night,2,0
1.45,6.93,84.7,8.87,3.4,morning,1,1
4.4,2.85,86.8,13.38,1.97,morning,3,1
4.73,8.85,29.8,10.5,3.98,afternoon,1,0
0.83,9.98,15.8,2.23,0.18,evening,3,0
2.37,8.13,76.5,13.02,3.34,evening,1,0
4.91,13.61,29.0,4.52,3.25,afternoon,2,0
2.47,8.48,45.4,6.81,4.7,evening,2,0
4.33,19.23,15.8,7.89,3.57,evening,2,0
2.98,12.03,30.4,12.76,3.98,afternoon,1,0
1.94,16.17,81.4,13.97,4.52,evening,1,0
1.5,2.28,82.4,13.94,3.38,afternoon,2,1
1.1,8.01,28.6,0.12,1.45,night,3,0
3.83,6.8,40.2,13.83,4.35,morning,2,0
1.99,11.43,22.1,0.82,3.74,morning,1,0
2.61,17.24,16.7,3.99,2.12,morning,1,0
2.51,1.66,99.3,7.72,3.55,night,2,1
2.93,1.54,69.0,7.2,4.34,afternoon,1,1
4.34,17.02,58.8,9.07,4.88,afternoon,1,0
4.91,4.34,78.9,7.19,4.76,night,2,0
2.1,13.41,85.6,14.02,1.63,night,1,1
4.15,10.9,82.6,3.61,2.11,night,1,1
3.85,16.67,11.5,4.11,0.55,morning,1,0
2.91,2.59,26.8,13.81,1.24,night,2,0
4.78,2.68,68.9,1.15,4.41,afternoon,1,1
1.08,11.18,43.8,9.14,1.8,morning,3,0
0.64,18.93,98.4,10.23,3.1,afternoon,1,1
4.28,8.36,69.9,7.58,3.33,afternoon,1,0
2.25,6.61,96.1,10.41,3.91,morning,2,1
4.25,12.17,28.1,2.59,0.91,afternoon,2,0
4.48,18.62,87.8,12.79,1.52,night,1,0
0.41,16.75,38.9,2.1,2.24,afternoon,1,0
4.43,19.91,99.1,6.01,1.82,afternoon,1,1
2.3,0.55,24.2,1.13,4.91,afternoon,2,0
2.6,2.35,56.5,8.18,4.17,night,1,0
3.17,12.23,81.4,10.05,2.4,morning,2,0
4.64,16.43,48.9,14.12,4.4,afternoon,2,0
0.19,5.78,52.1,11.09,1.74,morning,2,1
2.44,4.86,98.8,8.12,3.93,night,2,1
3.47,15.76,48.3,13.99,1.12,morning,2,0
3.64,1.22,64.4,7.18,3.86,afternoon,1,0
3.49,7.45,14.9,8.42,2.28,afternoon,1,0
0.76,10.17,85.8,8.94,0.54,night,1,1
1.57,11.25,68.3,6.15,1.37,morning,2,1
1.86,14.6,46.4,12.58,2.01,evening,2,0
4.04,7.16,11.5,2.78,3.75,morning,1,0
1.47,12.29,63.3,8.32,0.36,night,3,1
1.13,11.75,11.1,10.83,3.3,evening,2,0
4.79,11.0,10.1,13.56,3.58,evening,1,0
0.14,12.85,65.4,13.26,3.27,afternoon,1,0
4.99,5.26,27.0,7.63,3.8,afternoon,1,0
3.42,1.78,27.3,9.65,0.89,morning,2,0
4.16,2.47,68.8,5.91,2.94,evening,1,1
1.54,4.57,14.8,7.02,4.71,night,1,0
0.17,10.05,38.2,13.59,3.05,afternoon,3,0
3.72,16.82,23.4,13.96,3.06,night,2,0
4.19,14.06,62.2,13.43,3.68,morning,2,0
3.73,15.8,69.6,2.08,1.67,night,2,0
0.8,7.08,74.9,12.75,3.5,afternoon,1,1
3.79,8.15,33.0,14.23,4.58,afternoon,3,0
3.87,7.93,18.0,5.42,0.05,afternoon,3,0
3.33,3.92,17.1,7.78,4.35,evening,2,0
3.85,1.32,48.4,11.69,1.09,evening,1,0
4.25,11.86,95.1,8.43,2.28,afternoon,1,1
3.11,19.79,29.6,14.9,4.26,afternoon,1,0
0.53,3.42,33.1,6.84,4.12,morning,2,0
2.49,1.03,19.1,10.71,4.46,afternoon,1,0
0.48,15.61,64.5,11.89,4.7,afternoon,2,0
2.1,5.13,71.2,7.41,2.24,evening,2,1
2.09,16.61,67.9,12.85,3.28,evening,1,0
0.42,14.11,87.5,8.19,1.95,evening,2,1
1.81,18.92,53.8,6.17,1.75,evening,1,0
0.64,8.24,22.1,1.62,2.16,morning,2,0
4.06,13.27,36.0,5.9,3.72,evening,1,0
4.74,9.35,69.6,11.01,2.51,morning,1,0
0.45,12.65,65.2,13.82,4.07,evening,1,0
4.78,9.05,57.8,3.78,3.73,morning,3,0
2.66,3.85,71.5,5.33,0.1,evening,2,1
1.57,10.21,67.4,2.31,3.15,afternoon,1,1
0.48,10.62,89.3,10.36,2.18,afternoon,1,1
2.55,16.23,62.7,14.4,2.28,evening,2,0
3.99,14.74,80.1,9.61,4.09,morning,1,0
3.56,13.31,32.4,9.26,2.74,morning,3,0
0.35,2.36,71.0,8.3,4.43,evening,3,1
0.46,14.44,91.2,1.33,3.56,night,2,1
2.07,10.06,44.7,10.94,2.76,afternoon,3,0
1.55,17.89,80.1,9.03,3.77,morning,1,0
1.24,18.41,75.2,9.92,0.19,afternoon,1,0
1.48,1.2,15.4,13.48,0.14,evening,1,0
4.04,16.43,62.3,11.76,0.42,afternoon,1,0
4.65,0.85,21.7,11.71,2.19,night,3,0
2.09,7.41,97.1,13.91,1.18,afternoon,1,1
4.54,10.89,83.0,14.85,4.92,morning,3,0
1.68,3.05,19.9,8.72,2.71,morning,2,0
2.43,14.95,21.0,1.63,3.31,afternoon,1,0
1.21,0.27,63.5,6.89,1.39,evening,1,1
3.24,3.46,41.0,11.81,1.61,morning,1,0
4.9,11.66,13.1,0.42,1.68,night,1,0
3.06,14.32,58.7,0.85,3.49,afternoon,1,0
1.85,18.34,44.9,1.01,2.37,afternoon,1,0
3.27,14.14,19.1,10.97,2.59,morning,2,0
0.7,13.47,82.2,7.52,2.96,night,2,1
4.45,7.95,92.4,5.53,3.84,evening,1,1
2.57,0.13,78.1,1.58,0.45,morning,1,1
2.3,2.49,84.0,10.98,3.88,night,2,1
2.97,10.74,29.5,4.82,2.82,afternoon,1,0
3.16,13.54,33.7,3.98,3.35,evening,1,0
0.45,8.41,28.8,9.78,1.64,night,2,0
3.44,14.64,78.9,8.39,2.05,evening,3,0
1.29,10.49,95.3,5.44,1.16,night,3,1
3.6,1.58,74.5,9.62,4.9,night,1,0
4.13,3.92,89.3,4.07,2.49,night,2,1
4.04,16.82,67.5,11.92,4.98,morning,1,0
2.81,14.53,44.9,3.44,2.45,afternoon,3,0
2.65,17.91,48.3,2.38,1.1,evening,1,0
0.8,2.44,16.8,11.74,2.54,evening,1,0
3.9,19.81,12.8,10.62,0.2,afternoon,3,0
1.43,4.27,72.6,2.74,4.52,morning,3,1
2.53,0.33,49.5,1.74,4.09,night,2,0
1.49,19.95,59.7,12.58,3.63,night,1,0
0.76,5.69,60.2,11.65,3.05,afternoon,1,1
3.18,13.39,35.0,4.91,2.9,morning,2,0
0.37,3.62,52.8,9.87,4.98,morning,2,1
3.77,11.65,52.4,1.86,1.39,morning,1,0
1.66,18.09,45.0,7.61,3.9,evening,1,0
0.1,6.47,83.9,0.28,2.91,night,3,1
2.6,13.44,50.6,5.87,4.88,morning,2,0
0.33,3.84,64.3,1.12,4.14,evening,2,1
1.45,12.53,90.6,7.13,4.99,evening,1,1
3.56,6.8,88.0,6.33,2.94,morning,2,1
0.41,4.3,90.1,6.67,1.02,evening,3,1
4.21,6.33,34.3,0.68,2.52,evening,1,0
0.12,3.66,13.1,5.42,3.56,night,2,0
1.31,18.05,33.5,11.35,3.87,afternoon,1,0
3.73,8.0,35.1,5.53,0.0,evening,1,0
1.65,4.98,91.8,10.73,2.53,afternoon,2,1
0.6,9.02,68.4,5.54,1.18,morning,2,1
1.87,6.48,17.4,6.35,4.37,morning,2,0
1.42,14.91,22.2,8.46,0.76,afternoon,1,0
4.23,19.43,24.0,14.26,3.33,morning,1,0
1.64,8.82,66.7,1.63,1.33,morning,3,1
3.97,17.23,76.2,0.49,1.78,evening,1,0
4.47,11.36,87.4,9.12,4.7,evening,2,1
2.23,3.23,94.7,14.24,1.2,morning,1,1
4.56,13.84,28.2,14.85,0.48,morning,3,0
1.95,10.32,37.9,7.26,0.35,evening,3,0
4.82,13.05,31.6,7.02,2.52,afternoon,1,0
0.54,17.8,42.3,9.67,3.21,afternoon,2,0
3.47,8.86,92.3,8.33,1.64,evening,1,1
2.52,18.03,61.8,9.51,3.45,morning,1,0
2.0,15.04,76.4,13.11,0.31,morning,1,0
3.2,9.82,54.1,11.19,4.29,morning,2,0
3.55,12.1,12.6,7.45,4.08,morning,1,0
0.12,6.58,15.8,6.93,4.93,night,2,0
0.92,19.67,58.4,9.59,4.68,afternoon,1,0
3.59,13.38,74.7,6.84,1.78,afternoon,1,0
3.37,0.97,29.4,6.87,2.0,evening,2,0
4.83,6.6,75.0,0.24,3.73,morning,2,1
3.83,12.5,83.0,2.61,0.67,morning,2,1
4.76,1.22,47.1,7.33,1.57,night,2,0
3.54,0.58,77.2,12.34,0.59,night,3,1
1.56,9.06,46.4,4.18,2.27,afternoon,1,0
0.62,6.72,71.1,7.84,2.76,afternoon,1,1
3.93,8.82,78.8,5.17,1.06,evening,2,1
3.26,5.33,99.3,1.57,0.13,morning,2,1
0.34,3.38,41.1,14.37,3.6,morning,2,0
1.86,13.81,47.0,12.82,0.1,morning,2,0
4.79,10.34,24.9,1.18,4.87,afternoon,1,0
2.55,4.08,28.4,10.8,1.11,morning,1,0
2.22,6.46,72.4,5.21,3.32,afternoon,2,1
2.34,11.88,92.5,14.92,2.17,evening,1,1
1.12,1.54,45.5,4.54,0.3,afternoon,1,1
1.91,3.03,26.2,3.58,2.36,morning,1,0
1.91,1.56,35.7,8.52,2.58,afternoon,1,0
0.36,16.27,51.0,12.53,4.27,evening,2,0
3.86,15.07,36.2,2.89,3.66,morning,1,0
2.14,15.09,31.0,10.64,0.4,morning,3,0
4.13,14.35,76.2,0.92,1.05,afternoon,2,0
4.27,13.42,10.7,13.78,1.56,morning,1,0
1.14,9.59,58.5,1.22,0.58,night,1,1
3.32,12.88,81.4,13.71,2.28,evening,1,0
2.41,0.86,34.0,7.36,4.92,morning,2,0
4.41,12.47,64.3,6.72,2.57,evening,1,0
1.16,15.58,70.2,14.6,3.71,afternoon,1,0
3.42,10.06,69.0,14.86,3.41,morning,1,0
3.08,7.21,50.1,9.75,4.25,morning,2,0
1.55,5.62,41.2,1.91,1.08,evening,2,0
0.77,12.89,85.2,7.59,3.77,morning,2,1
3.29,13.89,78.3,7.94,4.41,morning,3,0
3.72,17.43,38.9,7.72,0.86,morning,1,0
1.65,6.91,19.3,8.54,1.73,morning,2,0
3.26,15.42,16.5,0.28,4.85,evening,1,0
2.04,11.27,18.5,10.67,3.9,night,2,0
3.59,17.67,62.5,10.69,1.41,evening,2,0
1.08,10.6,14.6,1.73,2.82,evening,1,0
4.46,10.4,40.3,8.55,2.02,night,1,0
1.51,11.6,77.8,8.53,2.45,morning,2,1
1.9,15.01,36.5,10.24,1.78,morning,1,0
0.38,19.3,78.7,1.28,1.4,afternoon,1,1
0.65,1.56,77.1,9.4,3.37,afternoon,3,1
2.63,1.16,32.1,4.21,3.89,afternoon,2,0
1.41,18.76,75.6,7.61,4.37,morning,2,0
4.19,10.64,77.3,11.6,0.78,morning,2,0
0.17,12.34,45.8,10.58,4.11,afternoon,1,0
1.96,9.7,28.9,1.78,1.27,night,1,0
1.75,1.96,56.9,8.87,2.14,afternoon,2,1
0.19,15.38,92.9,14.54,4.51,morning,2,1
0.71,14.97,67.6,2.35,2.27,evening,1,1
2.13,6.3,25.6,12.79,0.99,morning,1,0
2.52,6.19,71.4,10.54,0.8,morning,1,1
2.08,16.77,48.4,11.61,2.36,afternoon,2,0
2.7,1.54,63.2,4.23,3.81,evening,1,1
3.02,17.63,76.1,4.32,4.99,night,3,0
0.15,5.21,56.3,13.59,3.94,evening,3,1
2.37,11.9,83.3,5.4,4.39,afternoon,2,1
4.82,18.73,75.0,0.95,3.74,afternoon,2,0
2.64,13.59,65.4,9.01,4.48,morning,1,0
3.42,8.35,23.6,1.87,0.38,night,1,0
1.63,13.82,85.2,11.95,4.65,evening,2,1
3.89,6.95,94.2,9.63,1.98,morning,1,1
3.89,5.62,22.3,13.12,4.61,evening,1,0
2.65,19.93,53.9,11.77,0.38,afternoon,2,0
4.88,15.04,33.3,1.68,3.58,night,1,0
0.72,12.93,77.9,5.72,3.68,night,2,1
0.18,7.17,74.9,11.62,4.98,morning,1,1
3.87,1.08,22.7,6.26,3.84,evening,1,0
4.06,0.72,88.9,14.59,1.91,afternoon,1,1
0.69,11.13,26.3,11.04,2.79,morning,3,0
1.4,15.26,81.8,0.23,1.83,evening,2,1
0.19,10.79,51.1,13.2,0.98,afternoon,1,0
1.54,16.83,39.5,1.51,1.24,morning,1,0
3.89,0.77,24.2,2.11,1.11,evening,3,0
2.64,7.4,25.1,11.02,2.74,evening,1,0
1.81,4.82,69.6,12.97,4.53,morning,1,1
1.92,9.0,59.5,8.05,4.56,afternoon,1,0
0.11,1.54,21.0,4.34,0.27,evening,2,0
1.57,19.09,20.1,5.27,0.4,morning,1,0
3.27,4.54,16.5,5.14,1.23,night,1,0
4.87,18.45,76.9,4.9,1.28,morning,2,0
4.25,8.58,74.1,3.64,0.47,morning,1,1
0.22,19.71,15.3,9.13,1.94,morning,2,0
4.5,11.13,60.4,13.51,2.94,afternoon,2,0
3.94,18.62,17.6,4.61,2.89,evening,1,0
3.92,0.21,91.3,2.8,2.72,afternoon,1,1
2.34,14.99,91.6,12.58,1.69,morning,2,1
2.05,18.07,72.8,11.13,3.53,night,1,0
1.58,2.88,93.4,13.96,4.13,morning,1,1
0.42,2.01,83.0,2.48,1.73,morning,2,1
1.22,8.55,84.6,2.16,0.43,morning,2,1
1.31,18.68,61.3,8.12,1.48,morning,1,0
2.47,10.89,37.5,9.22,0.69,afternoon,1,0
3.76,10.6,29.6,7.2,2.34,morning,1,0
2.42,2.91,39.4,8.98,0.78,morning,2,0
0.38,0.12,66.6,2.71,2.31,night,2,1
4.79,16.22,25.5,7.19,1.11,morning,2,0
4.72,1.84,33.3,9.87,3.69,evening,2,0
3.95,12.71,52.1,6.49,0.14,evening,3,0
4.96,18.3,31.0,10.19,2.77,afternoon,1,0
2.77,4.25,63.0,6.77,0.85,afternoon,1,1
4.82,13.34,93.1,5.0,0.0,afternoon,2,0
0.47,1.67,77.3,4.55,4.35,morning,1,1
1.89,12.11,70.0,6.16,3.36,night,1,1
1.2,3.36,62.4,0.35,0.49,evening,1,1
1.06,14.75,53.9,10.03,3.32,night,3,0
0.79,6.09,26.8,12.68,3.06,night,1,0
3.15,9.32,90.5,5.32,2.37,morning,1,1
3.93,12.03,32.4,0.69,2.1,morning,2,0
2.93,3.51,18.2,14.8,4.44,morning,1,0
0.82,14.86,77.5,3.96,1.23,night,3,1
4.07,6.12,25.8,1.9,1.99,night,1,0
3.22,13.28,43.5,5.55,1.65,afternoon,2,0
2.0,3.25,12.5,11.08,3.86,morning,1,0
3.4,13.79,22.3,4.41,4.58,morning,2,0
1.37,2.65,25.6,8.62,4.25,night,3,0
1.79,8.56,14.9,6.23,3.99,night,2,0
4.6,5.02,69.1,1.77,4.93,morning,2,0
1.52,14.99,85.3,4.95,3.49,morning,1,1
2.4,5.31,43.6,10.87,3.76,afternoon,3,0
4.46,17.65,88.7,9.18,4.91,morning,2,0
3.57,17.85,29.2,1.8,0.03,night,3,0
0.4,4.01,39.3,2.45,3.17,afternoon,2,0
0.82,12.32,23.6,9.61,3.69,evening,1,0
0.14,1.85,65.9,12.2,4.59,afternoon,2,1
3.19,7.89,47.8,5.24,4.42,afternoon,1,0
2.29,14.3,65.2,8.93,4.21,morning,2,0
0.76,13.22,78.6,2.56,4.73,evening,1,1
4.79,12.53,59.1,4.67,2.69,evening,1,0
2.7,5.72,66.5,0.3,0.03,afternoon,3,1
1.29,7.62,94.2,11.52,0.06,afternoon,3,1
2.55,2.15,36.9,6.02,2.72,morning,3,0
3.43,14.41,42.3,12.24,2.18,morning,2,0
0.47,10.13,74.6,10.63,2.26,evening,2,1
1.45,14.2,65.0,12.43,2.0,afternoon,2,0
4.05,5.05,26.1,4.28,4.59,afternoon,1,0
2.35,6.56,43.9,2.78,1.8,night,3,0
2.78,6.75,52.1,14.58,4.28,afternoon,3,0
2.22,0.61,47.7,10.76,4.51,afternoon,2,0
0.32,6.89,26.0,12.51,2.5,morning,3,0
0.91,16.09,93.2,0.2,2.23,night,2,1
2.28,17.96,78.6,5.32,3.81,evening,1,1
1.13,10.41,53.3,11.14,3.54,morning,3,0
0.34,9.16,71.2,1.17,1.64,evening,1,1
4.23,0.71,90.8,8.51,0.51,afternoon,2,1
4.91,17.6,22.3,6.44,1.32,night,1,0
3.99,0.36,32.5,0.26,0.66,night,2,0
4.28,18.9,58.8,3.54,1.47,evening,2,0
1.29,9.84,81.9,4.27,1.31,evening,2,1
4.81,6.9,13.3,1.68,3.19,morning,2,0
1.06,18.49,98.6,9.47,4.77,evening,1,1
4.76,0.59,50.9,3.64,3.43,evening,2,0
4.97,11.67,42.3,4.16,4.63,afternoon,3,0
3.59,11.02,36.3,13.47,3.92,evening,1,0
4.91,4.46,25.7,7.01,3.64,night,1,0
2.89,8.63,81.2,5.88,2.07,morning,1,1
1.37,13.08,96.0,10.86,1.62,morning,3,1
2.24,14.57,47.2,13.64,4.23,evening,2,0
3.01,0.11,95.7,0.38,4.53,night,3,1
0.46,18.74,84.1,6.72,2.26,night,2,1
3.15,3.37,53.3,9.16,0.05,evening,1,0
4.91,4.75,70.7,4.78,3.96,night,2,0
1.03,5.34,49.1,11.59,1.43,evening,1,0
3.98,0.85,60.3,14.57,0.05,morning,1,1
4.55,2.55,15.2,14.15,4.02,evening,1,0
4.72,19.73,72.7,3.99,2.59,morning,1,0
4.8,6.37,14.8,3.4,3.43,morning,1,0
2.66,2.39,83.5,14.36,4.57,afternoon,1,1
4.89,2.23,84.2,6.88,2.71,afternoon,1,1
3.81,14.42,31.3,3.12,2.52,afternoon,1,0
0.89,17.11,39.1,10.6,1.45,morning,2,0
2.44,5.21,53.3,4.27,1.53,morning,1,0
3.62,0.52,63.7,4.01,3.98,morning,1,1
1.31,4.54,35.9,13.19,2.25,afternoon,1,0
3.24,1.22,63.3,2.44,0.82,evening,2,1
3.37,2.16,36.8,0.97,0.47,night,2,0
0.9,8.69,15.0,4.04,2.36,night,3,0
2.87,4.68,10.2,9.1,2.32,afternoon,2,0
3.88,10.37,19.1,1.85,3.27,evening,1,0
2.54,5.14,81.3,7.07,2.36,morning,1,1
0.16,18.82,96.5,9.41,0.72,morning,1,1
0.14,18.13,48.4,12.73,2.54,evening,3,0
1.85,11.38,56.1,3.45,4.53,evening,2,0
4.64,7.15,23.2,12.26,0.8,night,1,0
1.22,7.68,59.6,3.52,3.45,evening,1,1
3.21,8.3,23.0,10.15,2.97,morning,1,0
1.19,14.58,65.0,6.46,3.74,night,1,0
1.68,9.09,94.0,1.72,0.75,evening,2,1
4.26,17.15,27.6,10.71,4.71,night,2,0
3.67,18.89,78.8,3.27,3.1,evening,2,0
0.57,6.79,12.1,2.65,4.24,morning,1,0
2.2,11.26,43.8,5.37,1.23,morning,1,0
0.24,1.99,20.0,9.8,3.7,morning,2,0
2.46,4.09,41.7,3.51,3.91,morning,2,0
3.35,8.33,25.6,2.75,1.99,morning,1,0
0.68,4.2,43.6,0.15,1.92,afternoon,2,1
1.52,17.54,47.6,7.07,3.29,night,2,0
2.05,3.25,37.1,6.43,0.47,night,1,0
4.61,9.17,69.1,3.51,3.68,evening,2,0
4.97,12.15,92.7,0.8,0.21,morning,1,0
0.32,13.87,46.1,6.44,0.95,afternoon,2,0
3.83,7.72,27.3,11.82,3.32,evening,1,0
1.92,17.4,34.4,10.73,0.49,morning,2,0
2.02,11.41,86.9,12.91,4.86,night,1,1
3.8,8.85,61.4,0.14,4.34,night,1,0
4.6,1.44,51.0,14.5,3.13,afternoon,2,0
4.76,9.35,23.5,5.12,4.1,evening,2,0
2.93,16.43,50.5,14.86,4.44,morning,3,0
1.85,12.33,35.1,3.79,1.3,evening,2,0
3.96,16.66,94.9,7.07,4.25,morning,2,0
1.33,9.93,89.6,5.31,0.97,morning,2,1
2.86,2.46,17.6,5.34,2.07,evening,1,0
1.86,0.37,56.5,12.63,2.79,evening,1,1
3.32,6.13,30.3,11.2,3.57,evening,1,0
1.28,13.99,47.0,14.88,0.15,afternoon,1,0
1.04,15.83,88.9,9.2,1.45,evening,1,1
4.6,5.99,57.5,6.95,3.04,evening,3,0
0.6,9.96,40.1,1.35,1.79,night,2,0
2.58,8.48,28.7,14.95,3.88,night,3,0
1.18,8.27,82.0,8.27,3.26,evening,3,1
0.29,4.7,66.2,10.51,1.17,evening,1,1
0.28,2.81,52.1,6.1,0.73,evening,1,1
0.96,4.01,29.6,8.22,3.15,morning,2,0
4.35,1.2,40.1,14.14,2.25,morning,3,0
1.48,4.04,96.4,2.5,0.84,night,1,1
4.76,0.28,56.8,4.39,1.63,night,2,0
2.95,12.58,46.1,2.28,1.52,evening,1,0
2.24,6.4,56.9,11.88,0.54,afternoon,1,1
2.94,19.47,80.1,0.93,2.73,morning,1,0
2.63,3.95,40.6,1.22,3.82,afternoon,1,0
3.82,6.98,26.1,4.48,2.88,afternoon,3,0
1.48,7.22,62.6,7.71,4.13,afternoon,1,1
1.83,0.27,69.9,6.09,0.64,night,3,1
4.48,16.8,74.1,0.67,2.18,morning,1,0
4.74,0.74,89.4,14.36,3.05,afternoon,3,1
4.47,18.81,43.4,14.29,3.38,afternoon,2,0
2.16,17.85,16.8,4.19,3.48,night,2,0
3.92,10.76,96.3,10.97,3.64,night,1,1
2.43,10.92,49.2,8.68,3.26,afternoon,2,0
2.54,13.11,66.1,3.56,0.47,night,3,0
1.1,7.8,70.0,3.93,3.48,afternoon,1,1
3.0,12.98,59.2,7.37,3.62,morning,1,0
1.01,0.99,28.5,6.29,4.97,evening,1,0
1.72,1.18,78.0,4.37,3.47,morning,1,1
4.29,9.2,82.3,12.11,3.43,evening,1,0
1.11,11.04,59.8,7.22,2.57,night,2,0
0.45,17.77,54.0,9.82,4.34,evening,1,0
0.44,2.18,20.3,2.84,4.98,morning,2,0
4.71,16.47,17.6,8.0,3.9,morning,3,0
2.58,4.28,40.6,4.77,3.06,morning,2,0
2.11,7.94,38.0,7.9,0.39,morning,1,0
4.07,6.4,95.8,11.71,3.63,morning,2,1
4.2,8.06,80.5,11.53,3.54,afternoon,1,0
1.73,3.09,69.4,5.31,3.88,evening,1,1
3.5,10.12,56.6,10.41,0.62,evening,1,0
3.88,16.05,25.1,14.12,3.27,morning,3,0
3.31,8.89,98.1,9.39,1.48,afternoon,2,1
0.84,9.86,43.8,2.23,3.8,morning,1,0
4.39,16.99,19.6,10.2,1.2,morning,1,0
2.74,14.15,54.4,1.57,3.42,afternoon,1,0
1.48,9.86,88.7,13.08,1.47,morning,3,1
2.18,5.23,89.9,7.75,0.04,evening,3,1
0.28,17.71,11.0,5.78,3.17,night,1,0
0.73,11.58,89.8,0.86,0.57,afternoon,1,1
3.85,4.5,34.4,5.71,3.3,evening,2,0
0.1,5.46,13.5,13.55,4.63,morning,1,0
2.14,16.08,86.3,0.31,4.85,night,1,1
2.66,0.98,87.7,7.12,1.18,morning,2,1
0.37,19.84,63.7,13.97,4.05,morning,1,0
4.87,2.69,61.7,5.92,1.77,morning,2,0
1.21,15.94,83.2,6.42,4.5,afternoon,1,0
1.59,7.96,80.8,8.68,3.94,evening,2,1
1.59,9.9,90.1,6.94,0.37,night,2,1
1.23,17.62,59.7,2.53,2.04,evening,2,0
0.11,8.32,97.1,0.28,1.69,afternoon,2,1
3.67,10.8,99.7,9.15,3.93,evening,1,1
4.84,1.08,20.5,13.81,2.05,evening,1,0
1.2,0.15,86.5,1.6,3.42,night,1,1
3.35,4.97,55.0,3.16,3.01,evening,1,0
3.74,13.64,44.9,5.55,4.88,evening,1,0
4.26,2.51,65.2,12.13,4.69,evening,2,0
2.17,2.36,15.0,4.04,2.14,evening,1,0
1.58,8.28,55.6,13.23,3.62,morning,1,0
1.69,12.99,88.4,0.82,4.15,morning,2,1
3.59,14.27,29.2,14.11,4.49,evening,2,0
4.1,3.65,48.4,8.41,0.34,night,1,0
0.99,1.68,94.6,9.88,1.51,afternoon,1,1
1.92,18.81,48.6,5.52,1.6,night,1,0
4.52,5.29,42.3,11.73,2.17,morning,1,0
4.05,17.08,49.6,2.5,0.85,afternoon,3,0
4.93,17.28,56.8,0.73,2.48,afternoon,1,0
3.8,15.47,66.9,5.93,3.32,night,2,0
2.03,3.46,82.1,12.81,2.49,morning,3,1
2.99,16.45,50.7,11.32,3.33,afternoon,2,0
3.34,15.41,83.6,7.76,0.33,morning,1,0
0.48,11.97,58.0,8.58,4.38,afternoon,2,0
2.77,6.81,40.5,1.95,4.7,night,2,0
3.58,5.32,69.2,12.61,3.09,afternoon,2,0
0.92,2.53,74.6,11.8,4.41,night,3,1
3.93,10.24,60.2,9.85,0.66,night,2,0
2.96,11.75,15.1,6.99,3.99,morning,2,0
4.77,7.25,25.3,14.47,0.6,evening,3,0
0.31,9.56,35.7,13.19,2.04,morning,2,0
1.4,7.33,35.4,9.67,1.62,morning,2,0
3.05,12.86,70.6,5.58,2.93,evening,2,0
1.55,18.04,11.7,9.27,1.51,evening,2,0
3.6,3.36,78.0,8.63,3.19,afternoon,2,0
3.82,7.69,33.9,5.91,1.84,morning,1,0
0.6,2.9,37.9,4.6,4.3,night,2,1
2.62,12.54,57.5,6.11,3.17,evening,2,0
2.59,14.6,29.4,8.61,1.08,morning,2,0
1.91,18.65,89.6,6.42,1.68,afternoon,2,1
4.67,5.65,17.7,3.95,4.24,morning,1,0
4.15,19.01,50.0,11.41,1.93,afternoon,1,0
3.52,1.36,86.4,7.97,2.68,afternoon,2,1
3.6,12.1,65.4,1.02,3.24,afternoon,3,0
2.36,1.24,36.3,5.52,1.74,morning,1,0
4.61,17.89,47.9,13.27,1.47,evening,2,0
3.5,10.64,73.6,11.33,2.38,morning,2,0
3.67,13.42,97.6,4.85,1.07,evening,2,1
4.32,16.65,90.4,14.07,1.42,morning,2,1
1.44,3.09,40.8,1.15,0.31,afternoon,1,1
4.05,0.87,99.8,14.42,1.52,morning,2,1
1.06,17.59,10.3,3.69,1.6,evening,2,0
1.79,6.37,12.5,0.14,4.81,afternoon,2,0
1.74,2.67,84.1,6.51,2.95,morning,2,1
4.89,9.42,28.0,5.38,3.94,morning,1,0
4.3,12.01,15.5,8.09,0.23,afternoon,3,0
3.54,0.72,31.3,11.95,0.53,morning,2,0
3.66,5.57,48.3,12.64,4.07,evening,2,0
2.85,0.75,75.8,6.02,3.12,afternoon,3,1
4.74,8.46,66.2,6.45,0.95,evening,3,0
2.53,17.91,31.4,2.22,2.02,night,2,0
1.96,19.65,55.3,0.71,2.69,afternoon,2,0
0.9,12.78,93.4,9.62,4.22,evening,2,1
3.95,3.32,83.4,0.97,0.3,evening,1,1
3.7,18.13,39.1,11.01,2.98,night,1,0
1.98,10.37,98.4,8.09,3.59,morning,2,1
0.22,3.16,73.8,2.98,4.89,night,2,1
4.21,18.44,15.6,8.09,4.04,night,1,0
0.16,15.17,13.2,2.74,1.38,afternoon,3,0
3.55,14.66,25.2,6.58,3.55,afternoon,2,0
4.85,14.21,75.5,11.99,3.82,night,2,0
2.24,4.09,26.5,6.93,3.65,evening,1,0
1.25,4.3,56.0,2.23,4.1,afternoon,1,0
3.55,13.8,18.4,10.86,4.52,evening,3,0
4.1,4.47,92.9,2.8,0.49,afternoon,1,1
2.78,8.83,41.0,11.08,0.52,morning,2,0
4.84,15.66,91.7,7.19,3.98,afternoon,2,0
0.35,15.7,95.0,6.81,1.26,evening,2,1
2.57,9.12,10.6,12.77,0.29,night,2,0
